sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
1014458:2	The duck confit is always amazing and the foie gras terrine with figs was out of this world .	duck confit	food quality	positive	food quality positive	yes	2	4
1014458:2	The duck confit is always amazing and the foie gras terrine with figs was out of this world .	duck confit	food quality	neutral	food quality neutral	no	0	0
1014458:3	The wine list is interesting and has many good values .	wine list	drinks style_options	negative	drinks style_options negative	no	0	0
1014458:3	The wine list is interesting and has many good values .	wine list	drinks style_options	positive	drinks style_options positive	yes	2	4
1014458:3	The wine list is interesting and has many good values .	wine list	drinks style_options	neutral	drinks style_options neutral	no	0	0
1014458:3	The wine list is interesting and has many good values .	wine list	drinks prices	negative	drinks prices negative	no	0	0
1014458:3	The wine list is interesting and has many good values .	wine list	drinks prices	positive	drinks prices positive	yes	2	4
1014458:3	The wine list is interesting and has many good values .	wine list	drinks prices	neutral	drinks prices neutral	no	0	0
1014458:4	For the price , you cannot eat this well in Manhattan .	NULL	restaurant prices	negative	restaurant prices negative	no	0	0
1014458:4	For the price , you cannot eat this well in Manhattan .	NULL	restaurant prices	positive	restaurant prices positive	yes	0	0
1014458:4	For the price , you cannot eat this well in Manhattan .	NULL	restaurant prices	neutral	restaurant prices neutral	no	0	0
1014458:4	For the price , you cannot eat this well in Manhattan .	NULL	food quality	negative	food quality negative	no	0	0
1014458:4	For the price , you cannot eat this well in Manhattan .	NULL	food quality	positive	food quality positive	yes	0	0
1014458:4	For the price , you cannot eat this well in Manhattan .	NULL	food quality	neutral	food quality neutral	no	0	0
1016296:0	I was very disappointed with this restaurant .	restaurant	restaurant general	negative	restaurant general negative	yes	7	8
1016296:0	I was very disappointed with this restaurant .	restaurant	restaurant general	positive	restaurant general positive	no	0	0
1016296:0	I was very disappointed with this restaurant .	restaurant	restaurant general	neutral	restaurant general neutral	no	0	0
1016296:1	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .	cart attendant	service general	negative	service general negative	yes	4	6
1016296:1	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .	cart attendant	service general	positive	service general positive	no	0	0
1016296:1	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .	cart attendant	service general	neutral	service general neutral	no	0	0
1016296:2	I had to ask her three times before she finally came back with the dish Ive requested .	NULL	service general	negative	service general negative	yes	0	0
1016296:2	I had to ask her three times before she finally came back with the dish Ive requested .	NULL	service general	positive	service general positive	no	0	0
1016296:2	I had to ask her three times before she finally came back with the dish Ive requested .	NULL	service general	neutral	service general neutral	no	0	0
1016296:3	Food was okay , nothing great .	Food	food quality	negative	food quality negative	no	0	0
1016296:3	Food was okay , nothing great .	Food	food quality	positive	food quality positive	no	0	0
1016296:3	Food was okay , nothing great .	Food	food quality	neutral	food quality neutral	yes	1	2
1016296:4	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family . 	Chow fun	food quality	negative	food quality negative	yes	1	3
1016296:4	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family . 	Chow fun	food quality	positive	food quality positive	no	0	0
1016296:4	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family . 	Chow fun	food quality	neutral	food quality neutral	no	0	0
1016296:4	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family . 	pork shu mai	food quality	negative	food quality negative	yes	6	9
1016296:4	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family . 	pork shu mai	food quality	positive	food quality positive	no	0	0
1016296:4	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family . 	pork shu mai	food quality	neutral	food quality neutral	no	0	0
1016296:4	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family . 	NULL	restaurant miscellaneous	negative	restaurant miscellaneous negative	yes	0	0
1016296:4	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family . 	NULL	restaurant miscellaneous	positive	restaurant miscellaneous positive	no	0	0
1016296:4	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family . 	NULL	restaurant miscellaneous	neutral	restaurant miscellaneous neutral	no	0	0
1016296:5	I /we will never go back to this place again .	place	restaurant general	negative	restaurant general negative	yes	9	10
1016296:5	I /we will never go back to this place again .	place	restaurant general	positive	restaurant general positive	no	0	0
1016296:5	I /we will never go back to this place again .	place	restaurant general	neutral	restaurant general neutral	no	0	0
1028246:0	Went on a 3 day oyster binge , with Fish bringing up the closing , and I am so glad this was the place it O trip ended , because it was so great !	Fish	restaurant general	negative	restaurant general negative	no	0	0
1028246:0	Went on a 3 day oyster binge , with Fish bringing up the closing , and I am so glad this was the place it O trip ended , because it was so great !	Fish	restaurant general	positive	restaurant general positive	yes	10	11
1028246:0	Went on a 3 day oyster binge , with Fish bringing up the closing , and I am so glad this was the place it O trip ended , because it was so great !	Fish	restaurant general	neutral	restaurant general neutral	no	0	0
1028246:1	Service was devine , oysters where a sensual as they come , and the price can 't be beat ! ! !	Service	service general	negative	service general negative	no	0	0
1028246:1	Service was devine , oysters where a sensual as they come , and the price can 't be beat ! ! !	Service	service general	positive	service general positive	yes	1	2
1028246:1	Service was devine , oysters where a sensual as they come , and the price can 't be beat ! ! !	Service	service general	neutral	service general neutral	no	0	0
1028246:1	Service was devine , oysters where a sensual as they come , and the price can 't be beat ! ! !	oysters	food quality	negative	food quality negative	no	0	0
1028246:1	Service was devine , oysters where a sensual as they come , and the price can 't be beat ! ! !	oysters	food quality	positive	food quality positive	yes	5	6
1028246:1	Service was devine , oysters where a sensual as they come , and the price can 't be beat ! ! !	oysters	food quality	neutral	food quality neutral	no	0	0
1028246:1	Service was devine , oysters where a sensual as they come , and the price can 't be beat ! ! !	NULL	restaurant prices	negative	restaurant prices negative	no	0	0
1028246:1	Service was devine , oysters where a sensual as they come , and the price can 't be beat ! ! !	NULL	restaurant prices	positive	restaurant prices positive	yes	0	0
1028246:1	Service was devine , oysters where a sensual as they come , and the price can 't be beat ! ! !	NULL	restaurant prices	neutral	restaurant prices neutral	no	0	0
1028246:2	You can 't go wrong here .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1028246:2	You can 't go wrong here .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1028246:2	You can 't go wrong here .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1032695:0	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	Restaurant Saul	restaurant general	negative	restaurant general negative	no	0	0
1032695:0	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	Restaurant Saul	restaurant general	positive	restaurant general positive	yes	13	15
1032695:0	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	Restaurant Saul	restaurant general	neutral	restaurant general neutral	no	0	0
1032695:1	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	NULL	food quality	negative	food quality negative	no	0	0
1032695:1	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	NULL	food quality	positive	food quality positive	yes	0	0
1032695:1	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	NULL	food quality	neutral	food quality neutral	no	0	0
1032695:1	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	service	service general	negative	service general negative	no	0	0
1032695:1	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	service	service general	positive	service general positive	yes	9	10
1032695:1	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	service	service general	neutral	service general neutral	no	0	0
1032695:1	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	decor	ambience general	negative	ambience general negative	no	0	0
1032695:1	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	decor	ambience general	positive	ambience general positive	yes	14	15
1032695:1	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	decor	ambience general	neutral	ambience general neutral	no	0	0
1032695:2	I had the duck breast special on my last visit and it was incredible .	duck breast special	food quality	negative	food quality negative	no	0	0
1032695:2	I had the duck breast special on my last visit and it was incredible .	duck breast special	food quality	positive	food quality positive	yes	4	7
1032695:2	I had the duck breast special on my last visit and it was incredible .	duck breast special	food quality	neutral	food quality neutral	no	0	0
1032695:3	Can 't wait wait for my next visit .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1032695:3	Can 't wait wait for my next visit .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1032695:3	Can 't wait wait for my next visit .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1041457:1	And I hate to say this but I doubt I 'll ever go back . 	NULL	restaurant general	negative	restaurant general negative	yes	0	0
1041457:1	And I hate to say this but I doubt I 'll ever go back . 	NULL	restaurant general	positive	restaurant general positive	no	0	0
1041457:1	And I hate to say this but I doubt I 'll ever go back . 	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1041457:2	The food is very average . . .the Thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .	food	food quality	negative	food quality negative	yes	2	3
1041457:2	The food is very average . . .the Thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .	food	food quality	positive	food quality positive	no	0	0
1041457:2	The food is very average . . .the Thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .	food	food quality	neutral	food quality neutral	no	0	0
1041457:2	The food is very average . . .the Thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .	Thai fusion stuff	food quality	negative	food quality negative	yes	9	12
1041457:2	The food is very average . . .the Thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .	Thai fusion stuff	food quality	positive	food quality positive	no	0	0
1041457:2	The food is very average . . .the Thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .	Thai fusion stuff	food quality	neutral	food quality neutral	no	0	0
1041457:2	The food is very average . . .the Thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .	NULL	food quality	negative	food quality negative	yes	0	0
1041457:2	The food is very average . . .the Thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .	NULL	food quality	positive	food quality positive	no	0	0
1041457:2	The food is very average . . .the Thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .	NULL	food quality	neutral	food quality neutral	no	0	0
1041457:3	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	Grilled Chicken special with Edamame Puree	food quality	negative	food quality negative	no	0	0
1041457:3	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	Grilled Chicken special with Edamame Puree	food quality	positive	food quality positive	yes	9	15
1041457:3	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	Grilled Chicken special with Edamame Puree	food quality	neutral	food quality neutral	no	0	0
1041457:4	I had never had Edamame pureed before but I thought it was innovative and tasty  (could 've used a bit more salt ) .	Edamame pureed	food quality	negative	food quality negative	no	0	0
1041457:4	I had never had Edamame pureed before but I thought it was innovative and tasty  (could 've used a bit more salt ) .	Edamame pureed	food quality	positive	food quality positive	yes	5	7
1041457:4	I had never had Edamame pureed before but I thought it was innovative and tasty  (could 've used a bit more salt ) .	Edamame pureed	food quality	neutral	food quality neutral	no	0	0
1041457:4	I had never had Edamame pureed before but I thought it was innovative and tasty  (could 've used a bit more salt ) .	Edamame pureed	food style_options	negative	food style_options negative	no	0	0
1041457:4	I had never had Edamame pureed before but I thought it was innovative and tasty  (could 've used a bit more salt ) .	Edamame pureed	food style_options	positive	food style_options positive	yes	5	7
1041457:4	I had never had Edamame pureed before but I thought it was innovative and tasty  (could 've used a bit more salt ) .	Edamame pureed	food style_options	neutral	food style_options neutral	no	0	0
1041457:6	The decor is night tho . . .but they REALLY need to clean that vent in the ceiling . . .its quite un-appetizing , and kills your effort to make this place look sleek and modern .	place	ambience general	negative	ambience general negative	yes	32	33
1041457:6	The decor is night tho . . .but they REALLY need to clean that vent in the ceiling . . .its quite un-appetizing , and kills your effort to make this place look sleek and modern .	place	ambience general	positive	ambience general positive	no	0	0
1041457:6	The decor is night tho . . .but they REALLY need to clean that vent in the ceiling . . .its quite un-appetizing , and kills your effort to make this place look sleek and modern .	place	ambience general	neutral	ambience general neutral	no	0	0
1041457:6	The decor is night tho . . .but they REALLY need to clean that vent in the ceiling . . .its quite un-appetizing , and kills your effort to make this place look sleek and modern .	decor	ambience general	negative	ambience general negative	no	0	0
1041457:6	The decor is night tho . . .but they REALLY need to clean that vent in the ceiling . . .its quite un-appetizing , and kills your effort to make this place look sleek and modern .	decor	ambience general	positive	ambience general positive	yes	2	3
1041457:6	The decor is night tho . . .but they REALLY need to clean that vent in the ceiling . . .its quite un-appetizing , and kills your effort to make this place look sleek and modern .	decor	ambience general	neutral	ambience general neutral	no	0	0
1041457:6	The decor is night tho . . .but they REALLY need to clean that vent in the ceiling . . .its quite un-appetizing , and kills your effort to make this place look sleek and modern .	vent	ambience general	negative	ambience general negative	yes	15	16
1041457:6	The decor is night tho . . .but they REALLY need to clean that vent in the ceiling . . .its quite un-appetizing , and kills your effort to make this place look sleek and modern .	vent	ambience general	positive	ambience general positive	no	0	0
1041457:6	The decor is night tho . . .but they REALLY need to clean that vent in the ceiling . . .its quite un-appetizing , and kills your effort to make this place look sleek and modern .	vent	ambience general	neutral	ambience general neutral	no	0	0
1053543:2	Their sake list was extensive , but we were looking for Purple Haze , which wasn 't listed but made for us upon request !	sake list	drinks style_options	negative	drinks style_options negative	no	0	0
1053543:2	Their sake list was extensive , but we were looking for Purple Haze , which wasn 't listed but made for us upon request !	sake list	drinks style_options	positive	drinks style_options positive	yes	2	4
1053543:2	Their sake list was extensive , but we were looking for Purple Haze , which wasn 't listed but made for us upon request !	sake list	drinks style_options	neutral	drinks style_options neutral	no	0	0
1053543:2	Their sake list was extensive , but we were looking for Purple Haze , which wasn 't listed but made for us upon request !	NULL	service general	negative	service general negative	no	0	0
1053543:2	Their sake list was extensive , but we were looking for Purple Haze , which wasn 't listed but made for us upon request !	NULL	service general	positive	service general positive	yes	0	0
1053543:2	Their sake list was extensive , but we were looking for Purple Haze , which wasn 't listed but made for us upon request !	NULL	service general	neutral	service general neutral	no	0	0
1053543:3	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !	spicy tuna roll	food quality	negative	food quality negative	no	0	0
1053543:3	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !	spicy tuna roll	food quality	positive	food quality positive	yes	2	5
1053543:3	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !	spicy tuna roll	food quality	neutral	food quality neutral	no	0	0
1053543:3	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !	rock shrimp tempura	food quality	negative	food quality negative	no	0	0
1053543:3	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !	rock shrimp tempura	food quality	positive	food quality positive	yes	10	13
1053543:3	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !	rock shrimp tempura	food quality	neutral	food quality neutral	no	0	0
1053543:4	We went around 9 :30 on a Friday and it had died down a bit by then so the service was great !	service	service general	negative	service general negative	no	0	0
1053543:4	We went around 9 :30 on a Friday and it had died down a bit by then so the service was great !	service	service general	positive	service general positive	yes	20	21
1053543:4	We went around 9 :30 on a Friday and it had died down a bit by then so the service was great !	service	service general	neutral	service general neutral	no	0	0
1055910:0	we love th pink pony .	pink pony	restaurant general	negative	restaurant general negative	no	0	0
1055910:0	we love th pink pony .	pink pony	restaurant general	positive	restaurant general positive	yes	4	6
1055910:0	we love th pink pony .	pink pony	restaurant general	neutral	restaurant general neutral	no	0	0
1055910:1	THe perfect spot .	spot	restaurant general	negative	restaurant general negative	no	0	0
1055910:1	THe perfect spot .	spot	restaurant general	positive	restaurant general positive	yes	3	4
1055910:1	THe perfect spot .	spot	restaurant general	neutral	restaurant general neutral	no	0	0
1055910:2	Food-awesome .	Food	food quality	negative	food quality negative	no	0	0
1055910:2	Food-awesome .	Food	food quality	positive	food quality positive	yes	0	0
1055910:2	Food-awesome .	Food	food quality	neutral	food quality neutral	no	0	0
1055910:3	Service- friendly and attentive .	Service	service general	negative	service general negative	no	0	0
1055910:3	Service- friendly and attentive .	Service	service general	positive	service general positive	yes	0	0
1055910:3	Service- friendly and attentive .	Service	service general	neutral	service general neutral	no	0	0
1055910:4	Ambiance- relaxed and stylish .	Ambiance	ambience general	negative	ambience general negative	no	0	0
1055910:4	Ambiance- relaxed and stylish .	Ambiance	ambience general	positive	ambience general positive	yes	0	0
1055910:4	Ambiance- relaxed and stylish .	Ambiance	ambience general	neutral	ambience general neutral	no	0	0
1055910:5	Don 't judge this place prima facie , you have to try it to believe it , a home away from home for the literate heart .	place	restaurant general	negative	restaurant general negative	no	0	0
1055910:5	Don 't judge this place prima facie , you have to try it to believe it , a home away from home for the literate heart .	place	restaurant general	positive	restaurant general positive	yes	5	6
1055910:5	Don 't judge this place prima facie , you have to try it to believe it , a home away from home for the literate heart .	place	restaurant general	neutral	restaurant general neutral	no	0	0
1058221:2	the food is decent .	food	food quality	negative	food quality negative	no	0	0
1058221:2	the food is decent .	food	food quality	positive	food quality positive	no	0	0
1058221:2	the food is decent .	food	food quality	neutral	food quality neutral	yes	2	3
1058221:3	however , it 's the service that leaves a bad taste in my mouth .	service	service general	negative	service general negative	yes	6	7
1058221:3	however , it 's the service that leaves a bad taste in my mouth .	service	service general	positive	service general positive	no	0	0
1058221:3	however , it 's the service that leaves a bad taste in my mouth .	service	service general	neutral	service general neutral	no	0	0
1058221:4	i happen to have a policy that goes along with a little bit of self-respect , which includes not letting a waiter intimidate me , i .e . make me feel bad asking for trivialities like water , or the check .	waiter	service general	negative	service general negative	yes	22	23
1058221:4	i happen to have a policy that goes along with a little bit of self-respect , which includes not letting a waiter intimidate me , i .e . make me feel bad asking for trivialities like water , or the check .	waiter	service general	positive	service general positive	no	0	0
1058221:4	i happen to have a policy that goes along with a little bit of self-respect , which includes not letting a waiter intimidate me , i .e . make me feel bad asking for trivialities like water , or the check .	waiter	service general	neutral	service general neutral	no	0	0
1058221:5	i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i 'm here to eat and enjoy the company of friends , seeking a pleasant experience .	NULL	service general	negative	service general negative	yes	0	0
1058221:5	i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i 'm here to eat and enjoy the company of friends , seeking a pleasant experience .	NULL	service general	positive	service general positive	no	0	0
1058221:5	i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i 'm here to eat and enjoy the company of friends , seeking a pleasant experience .	NULL	service general	neutral	service general neutral	no	0	0
1058221:6	well , i didn 't find it there , and trust , i have told everyone i can think of about my experience . 	NULL	restaurant general	negative	restaurant general negative	yes	0	0
1058221:6	well , i didn 't find it there , and trust , i have told everyone i can think of about my experience . 	NULL	restaurant general	positive	restaurant general positive	no	0	0
1058221:6	well , i didn 't find it there , and trust , i have told everyone i can think of about my experience . 	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1058221:7	the last time i walked by it looked pretty empty . hmmm .	NULL	restaurant miscellaneous	negative	restaurant miscellaneous negative	yes	0	0
1058221:7	the last time i walked by it looked pretty empty . hmmm .	NULL	restaurant miscellaneous	positive	restaurant miscellaneous positive	no	0	0
1058221:7	the last time i walked by it looked pretty empty . hmmm .	NULL	restaurant miscellaneous	neutral	restaurant miscellaneous neutral	no	0	0
1062641:0	This place has got to be the best japanese restaurant in the new york area .	place	restaurant general	negative	restaurant general negative	no	0	0
1062641:0	This place has got to be the best japanese restaurant in the new york area .	place	restaurant general	positive	restaurant general positive	yes	2	3
1062641:0	This place has got to be the best japanese restaurant in the new york area .	place	restaurant general	neutral	restaurant general neutral	no	0	0
1062641:1	I had a great experience .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1062641:1	I had a great experience .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1062641:1	I had a great experience .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1062641:2	Food is great .	Food	food quality	negative	food quality negative	no	0	0
1062641:2	Food is great .	Food	food quality	positive	food quality positive	yes	1	2
1062641:2	Food is great .	Food	food quality	neutral	food quality neutral	no	0	0
1062641:3	Service is top notch .	Service	service general	negative	service general negative	no	0	0
1062641:3	Service is top notch .	Service	service general	positive	service general positive	yes	1	2
1062641:3	Service is top notch .	Service	service general	neutral	service general neutral	no	0	0
1062641:4	I have been going back again and again .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1062641:4	I have been going back again and again .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1062641:4	I have been going back again and again .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1064477:0	I tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .	sea urchin	food quality	negative	food quality negative	no	0	0
1064477:0	I tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .	sea urchin	food quality	positive	food quality positive	yes	10	12
1064477:0	I tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .	sea urchin	food quality	neutral	food quality neutral	no	0	0
1064477:1	It melted in my little mouth and the perfect consistency-not too fishy , creamy , and slightly buttery .	NULL	food quality	negative	food quality negative	no	0	0
1064477:1	It melted in my little mouth and the perfect consistency-not too fishy , creamy , and slightly buttery .	NULL	food quality	positive	food quality positive	yes	0	0
1064477:1	It melted in my little mouth and the perfect consistency-not too fishy , creamy , and slightly buttery .	NULL	food quality	neutral	food quality neutral	no	0	0
1064477:2	The sushi seemed pretty fresh and was adequately proportioned .	sushi	food quality	negative	food quality negative	no	0	0
1064477:2	The sushi seemed pretty fresh and was adequately proportioned .	sushi	food quality	positive	food quality positive	yes	2	3
1064477:2	The sushi seemed pretty fresh and was adequately proportioned .	sushi	food quality	neutral	food quality neutral	no	0	0
1064477:2	The sushi seemed pretty fresh and was adequately proportioned .	sushi	food style_options	negative	food style_options negative	no	0	0
1064477:2	The sushi seemed pretty fresh and was adequately proportioned .	sushi	food style_options	positive	food style_options positive	yes	2	3
1064477:2	The sushi seemed pretty fresh and was adequately proportioned .	sushi	food style_options	neutral	food style_options neutral	no	0	0
1064477:3	The rice to fish ration was also good--they didn 't try to overpack the rice .	rice to fish ration	food style_options	negative	food style_options negative	no	0	0
1064477:3	The rice to fish ration was also good--they didn 't try to overpack the rice .	rice to fish ration	food style_options	positive	food style_options positive	yes	2	6
1064477:3	The rice to fish ration was also good--they didn 't try to overpack the rice .	rice to fish ration	food style_options	neutral	food style_options neutral	no	0	0
1064477:4	We took advanatage of the half price sushi deal on saturday so it was well worth it .	half price sushi deal	food quality	negative	food quality negative	no	0	0
1064477:4	We took advanatage of the half price sushi deal on saturday so it was well worth it .	half price sushi deal	food quality	positive	food quality positive	yes	6	10
1064477:4	We took advanatage of the half price sushi deal on saturday so it was well worth it .	half price sushi deal	food quality	neutral	food quality neutral	no	0	0
1064477:4	We took advanatage of the half price sushi deal on saturday so it was well worth it .	half price sushi deal	food prices	negative	food prices negative	no	0	0
1064477:4	We took advanatage of the half price sushi deal on saturday so it was well worth it .	half price sushi deal	food prices	positive	food prices positive	yes	6	10
1064477:4	We took advanatage of the half price sushi deal on saturday so it was well worth it .	half price sushi deal	food prices	neutral	food prices neutral	no	0	0
1074868:2	Surprisingly nothing could be further from the truth .	NULL	restaurant miscellaneous	negative	restaurant miscellaneous negative	no	0	0
1074868:2	Surprisingly nothing could be further from the truth .	NULL	restaurant miscellaneous	positive	restaurant miscellaneous positive	yes	0	0
1074868:2	Surprisingly nothing could be further from the truth .	NULL	restaurant miscellaneous	neutral	restaurant miscellaneous neutral	no	0	0
1074868:3	In the evening , this place attracted a well dressed , with it , NY crowd .	crowd	restaurant miscellaneous	negative	restaurant miscellaneous negative	no	0	0
1074868:3	In the evening , this place attracted a well dressed , with it , NY crowd .	crowd	restaurant miscellaneous	positive	restaurant miscellaneous positive	yes	16	17
1074868:3	In the evening , this place attracted a well dressed , with it , NY crowd .	crowd	restaurant miscellaneous	neutral	restaurant miscellaneous neutral	no	0	0
1074868:4	The food was well prepared and the service impecable .	food	food quality	negative	food quality negative	no	0	0
1074868:4	The food was well prepared and the service impecable .	food	food quality	positive	food quality positive	yes	2	3
1074868:4	The food was well prepared and the service impecable .	food	food quality	neutral	food quality neutral	no	0	0
1074868:4	The food was well prepared and the service impecable .	service	service general	negative	service general negative	no	0	0
1074868:4	The food was well prepared and the service impecable .	service	service general	positive	service general positive	yes	8	9
